ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
기타,,경남,김해시,(지방비)2022년 경남 지체장애인 카누교실,지체장애,월수금 10:00~12:00,,20220401~20220930,20220401~20220930
기타,헬스,전남,목포시,2022 전남 목포시 장애인생활체육 뇌성마비 헬스교실,기타장애,10:00~11:30,,20220301~20220331,20220408~20220910
기타,,경남,창원시,(지방비)경남장애인 “댄스 UP”생활체육교실,지적장애,토요일 14:00-16:00,,20220401~20220930,20220401~20220930
기타,필라테스,전남,목포시,2022 전남 목포시 장애인생활체육 시각장애인 필라테스교실,시각장애,10:00~12:00,,20220401~20220431,20220526~20221124
기타,골프,전남,목포시,2022 전남 목포시 장애인생활체육 여성장애인골프교실,기타장애,10:00~12:00,,20220301~20220331,20220421~20221020
기타,,경기,고양시,고양시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,수원시,수원시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,성남시,성남시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,용인시,용인시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,부천시,부천시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,안산시,안산시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,남양주시,남양주시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,경기,안양시,안양시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,,경기,평택시,평택시 지도자 교실,기타장애,09:00~18:00,,20220101~20221231,20220101~20221231
기타,기타,전남,담양군,2022 전남 담양군 장애인생활체육 한궁교실,기타장애,14:00~15:00,,20220301~20220331,20220404~20221031
