GRP_NM,LOCPLC_DC,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_CD_NM
"피난","대전 서구","25","대전광역시","25030","서구"
"한국NOG레인보우","경기 광명시","31","경기도","31060","광명시"
"한빛풍류","경남 창원시","38","경상남도","38110","창원시"
"(사) 한국발레협회 부산경남지회","부산 남구","21","부산광역시","21070","남구"
"(사) 한국발레협회 부산경남지회","부산 해운대구","21","부산광역시","21090","해운대구"
"(사) 한국생활연극협회","서울 종로구","11","서울특별시","11010","종로구"
"MELT","부산 해운대구","21","부산광역시","21090","해운대구"
"ncas1g","경기 수원시","31","경기도","31010","수원시"
"가온소리","경기 용인시","31","경기도","31190","용인시"
"그냥","전북 군산시","35","전라북도","35020","군산시"
"남우회","경남 창원시","38","경상남도","38110","창원시"
"다감","경기 광명시","31","경기도","31060","광명시"
"두번째달","경기 파주시","31","경기도","31200","파주시"
"딴","서울 종로구","11","서울특별시","11010","종로구"
"루체 현악앙상블","울산 남구","26","울산광역시","26020","남구"
"문화나눔 송사모","경기 평택시","31","경기도","31070","평택시"
"문화행성b","울산 중구","26","울산광역시","26010","중구"
"미랑","전남 순천시","36","전라남도","36030","순천시"
"믹(MEEK)","경기 용인시","31","경기도","31190","용인시"
"부산동구문화원","부산 동구","21","부산광역시","21030","동구"
"서른","경기 용인시","31","경기도","31190","용인시"
"셈쁘레","경북 구미시","37","경상북도","37050","구미시"
"아트에듀","광주 북구","24","광주광역시","24040","북구"
"울산풍류","울산 중구","26","울산광역시","26010","중구"
"자강서우회","경북 김천시","37","경상북도","37030","김천시"
"조성아","경기 양주시","31","경기도","31260","양주시"
"케포이북스","서울 서초구","11","서울특별시","11220","서초구"
"푸른숲","전북 전주시","35","전라북도","35010","전주시"
"프로젝트 무빙","경북 구미시","37","경상북도","37050","구미시"
"프롬마레","부산 남구","21","부산광역시","21070","남구"
"플레이밍","인천 중구","23","인천광역시","23010","중구"
"한국블루그래스","경기 성남시","31","경기도","31020","성남시"
"화양연화","광주 동구","24","광주광역시","24010","동구"
"(사) 국악사랑 해마루","대구 북구","22","대구광역시","22050","북구"
"(사) 국어고전문화원","서울 용산구","11","서울특별시","11030","용산구"
"(사) 김제시 지평선 축제 제전위원회","전북 김제시","35","전라북도","35060","김제시"
"(사) 대한가수협회 김해시지부","경남 김해시","38","경상남도","38070","김해시"
"(사) 대한가수협회 울산지회","울산 울주군","26","울산광역시","26310","울주군"
"(사) 몸짓과소리","서울 마포구","11","서울특별시","11140","마포구"
"(사) 문화상상 온","전북 전주시","35","전라북도","35010","전주시"
"(사) 민족문화연구소 복사골 마당","경기 부천시","31","경기도","31050","부천시"
"(사) 민족미술인협회 울산지회","울산 울주군","26","울산광역시","26310","울주군"
"(사) 안동하회병산탈춤보존회","경북 안동시","37","경상북도","37040","안동시"
"(사) 전주대사습놀이보존회","전북 전주시","35","전라북도","35010","전주시"
"(사) 중앙국악관현악단","서울 금천구","11","서울특별시","11180","금천구"
"(사) 최영장군당굿보존회","경기 양주시","31","경기도","31260","양주시"
"(사) 타악연희원 아퀴","전북 전주시","35","전라북도","35010","전주시"
"(사)양평예총","경기 양평군","31","경기도","31380","양평군"
"JCDance","경기 수원시","31","경기도","31010","수원시"
"ncas17g","대구 남구","22","대구광역시","22040","남구"
"글리앙상블","울산 남구","26","울산광역시","26020","남구"
"뒹굴","전북 전주시","35","전라북도","35010","전주시"
"뮤러방","경기 군포시","31","경기도","31160","군포시"
"박청아","경기 화성시","31","경기도","31240","화성시"
"백조","경기 화성시","31","경기도","31240","화성시"
"북극성","경기 고양시","31","경기도","31100","고양시"
"사랑뮤","경기 양평군","31","경기도","31380","양평군"
"서율","경기 용인시","31","경기도","31190","용인시"
"스피랩","경기 성남시","31","경기도","31020","성남시"
"시흥예술단","경기 시흥시","31","경기도","31150","시흥시"
"예술기획B","경남 김해시","38","경상남도","38070","김해시"
"원묵회","광주 동구","24","광주광역시","24010","동구"
"음화앙상블","경기 성남시","31","경기도","31020","성남시"
"이야기랑","충남 서산시","34","충청남도","34050","서산시"
"이즈","전북 군산시","35","전라북도","35020","군산시"
"인추","대전 서구","25","대전광역시","25030","서구"
"일점일","경기 광명시","31","경기도","31060","광명시"
"작곡21","경기 안성시","31","경기도","31220","안성시"
"재즈피안","경기 하남시","31","경기도","31180","하남시"
"전우회","광주 북구","24","광주광역시","24040","북구"
"준밴드","강원 강릉시","32","강원도","32030","강릉시"
"집사재","서울 마포구","11","서울특별시","11140","마포구"
"코끼리","경기 시흥시","31","경기도","31150","시흥시"
"큐빅","경기 안산시","31","경기도","31090","안산시"
"타라","충북 청주시","33","충청북도","33040","청주시"
"호남조각회","광주 남구","24","광주광역시","24030","남구"
"(주)엠플러스","인천 남동구","23","인천광역시","23050","남동구"
"(사) 한국음악협회 세종특별자치시 지회","세종 어진동","29","세종특별자치시","29010","어진동"
"(사) 한국음악협회 세종특별자치시 지회","세종 조치원읍","29","세종특별자치시","29010","조치원읍"
"(사)가야금병창보존회","세종 어진동","29","세종특별자치시","29010","어진동"
"(사) 평양검무 보존회","경기 안양시","31","경기도","31040","안양시"
"(사) 한국고고장구진흥원 울산지회","울산 남구","26","울산광역시","26020","남구"
"(사) 한국국악협회 금산군 지부","충남 금산군","34","충청남도","34310","금산군"
"(사) 한국문인협회 칠곡지부","경북 칠곡군","37","경상북도","37390","칠곡군"
"(사) 한국미술협회 충청북도지회","충북 청주시","33","충청북도","33040","청주시"
"희연","경기 성남시","31","경기도","31020","성남시"
"(사) 한국서예협회 충남지회","충남 금산군","34","충청남도","34310","금산군"
"(사) 한국소리보존회 수원지부","경기 수원시","31","경기도","31010","수원시"
"(사) 한국시각장애인 여성 연합회 인천지부","인천 남동구","23","인천광역시","23050","남동구"
"(사) 한국실용음악학회","경기 군포시","31","경기도","31160","군포시"
"(사) 한국아동국악교육협회 대구지부","대구 남구","22","대구광역시","22040","남구"
"(사) 한국연극협회 강원지회","강원 춘천시","32","강원도","32010","춘천시"
"(사) 한국음악협회 순천지부","전남 순천시","36","전라남도","36030","순천시"
"(사) 한국음악협회 청주지부","충북 청주시","33","충청북도","33040","청주시"
"(사)SAK대구색동어머니회","대구 수성구","22","대구광역시","22060","수성구"
"(사)가람통합예술교육연구소","전북 전주시","35","전라북도","35010","전주시"
"(사)가야금병창보존회","서울 서초구","11","서울특별시","11220","서초구"
"(사)가야금산조진흥회","서울 서초구","11","서울특별시","11220","서초구"
"(사)각설이품바보존회","전남 무안군","36","전라남도","36420","무안군"
"(사)강릉단오제위원회","강원 강릉시","32","강원도","32030","강릉시"
"(사)강원민예총 속초지부","강원 속초시","32","강원도","32060","속초시"
"(사)강원민예총 춘천지부","강원 춘천시","32","강원도","32010","춘천시"
"(사)강원민예총 풍물굿협회","강원 춘천시","32","강원도","32010","춘천시"
"(사)강원민예총동해지부","강원 동해시","32","강원도","32040","동해시"
"(사)강원민예총춘천지부풍물굿협회","강원 춘천시","32","강원도","32010","춘천시"
"(사)강원해오름오페라단","강원 강릉시","32","강원도","32030","강릉시"
"(사)강태홍류가야금산조보존회","부산 동래구","21","부산광역시","21060","동래구"
"(사)강화자베세토오페라단","서울 서초구","11","서울특별시","11220","서초구"
"(사)거창윈드오케스트라","경남 거창군","38","경상남도","38390","거창군"
"(사)경기도생활문화예술총연합회","경기 수원시","31","경기도","31010","수원시"
"(사)경기도장애인복지회성남시지부","경기 성남시","31","경기도","31020","성남시"
"(사)경기도지체장애인협회","경기 수원시","31","경기도","31010","수원시"
"(사)경기민예총 양평지부","경기 양평군","31","경기도","31380","양평군"
